precinct,simp_race,estimate,units
410050504,Hispanic or Latinx,339.81223300000005,People
410050504,Native Hawaiian and Other Pacific Islander alone,17.99399,People
410050504,Some other race alone,0.006513,People
410050504,Two or more races:,216.165074,People
410050504,White alone,1920.265529,People
410050505,American Indian and Alaska Native alone,51.48707400000001,People
410050505,Asian alone,24.578393,People
410050505,Black or African American alone,14.996153999999999,People
410050505,Hispanic or Latinx,620.8753200000001,People
410050505,Native Hawaiian and Other Pacific Islander alone,0.019227,People
410050505,Some other race alone,0,People
410050505,Two or more races:,91.005868,People
410050505,White alone,1486.468879,People
410050506,American Indian and Alaska Native alone,0.818055,People
410050506,Asian alone,48.858878,People
410050506,Black or African American alone,11.070837000000001,People
410050506,Hispanic or Latinx,178.06906300000003,People
410050506,Native Hawaiian and Other Pacific Islander alone,0.04752,People
410050506,Some other race alone,0,People
410050506,Two or more races:,114.253628,People
410050506,White alone,1347.288978,People
410050510,American Indian and Alaska Native alone,33,People
410050510,Asian alone,21,People
410050510,Black or African American alone,349,People
410050510,Hispanic or Latinx,771,People
410050510,Native Hawaiian and Other Pacific Islander alone,8,People
410050510,Some other race alone,0,People
410050510,Two or more races:,896,People
410050510,White alone,9030,People
410050511,American Indian and Alaska Native alone,11.162250000000002,People
410050511,Asian alone,3.553557,People
410050511,Black or African American alone,0.317338,People
410050511,Hispanic or Latinx,143.530117,People
410050511,Native Hawaiian and Other Pacific Islander alone,0.00224,People
410050511,Some other race alone,1.045674,People
410050511,Two or more races:,158.08253200000001,People
410050511,White alone,1882.6064350000001,People
410050512,American Indian and Alaska Native alone,37.538638,People
410050512,Asian alone,24.554673,People
410050512,Black or African American alone,3.301078,People
410050512,Hispanic or Latinx,100.676045,People
410050512,Native Hawaiian and Other Pacific Islander alone,0,People
410050512,Some other race alone,0,People
410050512,Two or more races:,215.157936,People
410050512,White alone,1792.8145339999999,People
410050513,American Indian and Alaska Native alone,2.5154319999999997,People
410050513,Asian alone,46.943702,People
410050513,Black or African American alone,1.472036,People
410050513,Hispanic or Latinx,48.370995,People
410050513,Native Hawaiian and Other Pacific Islander alone,0,People
410050513,Some other race alone,0.007138,People
410050513,Two or more races:,100.073188,People
410050513,White alone,1570.9547929999999,People
410050514,American Indian and Alaska Native alone,0.6275139999999999,People
410050514,Asian alone,38.938326000000004,People
410050514,Black or African American alone,0,People
410050514,Hispanic or Latinx,30.211783999999998,People
410050514,Native Hawaiian and Other Pacific Islander alone,0,People
410050514,Some other race alone,14.685962,People
410050514,Two or more races:,72.33558,People
410050514,White alone,1805.639443,People
410050515,American Indian and Alaska Native alone,0.697956,People
410050515,Asian alone,57.694123,People
410050515,Black or African American alone,3.4827769999999996,People
410050515,Hispanic or Latinx,77.44450499999999,People
410050515,Native Hawaiian and Other Pacific Islander alone,0.170928,People
410050515,Some other race alone,0,People
410050515,Two or more races:,62.249638,People
410050515,White alone,1852.754923,People
410050516,American Indian and Alaska Native alone,11.748044,People
410050516,Asian alone,6.92665,People
410050516,Black or African American alone,0.134655,People
410050516,Hispanic or Latinx,78.79442399999999,People
410050516,Native Hawaiian and Other Pacific Islander alone,0,People
410050516,Some other race alone,0,People
410050516,Two or more races:,50.882584,People
410050516,White alone,1069.892231,People
410050517,American Indian and Alaska Native alone,9.38374,People
410050517,Asian alone,10.411782,People
410050517,Black or African American alone,0.060825000000000004,People
410050517,Hispanic or Latinx,45.37966,People
410050517,Native Hawaiian and Other Pacific Islander alone,0,People
410050517,Some other race alone,0.234307,People
410050517,Two or more races:,40.47508,People
410050517,White alone,1161.51613,People
410050518,American Indian and Alaska Native alone,31.271489,People
410050518,Asian alone,14.506015,People
410050518,Black or African American alone,5.750157,People
410050518,Hispanic or Latinx,96.506753,People
410050518,Native Hawaiian and Other Pacific Islander alone,0,People
410050518,Some other race alone,0.657083,People
410050518,Two or more races:,21.160364,People
410050518,White alone,1457.764539,People
410050519,American Indian and Alaska Native alone,4.438312,People
410050519,Asian alone,28.064436999999998,People
410050519,Black or African American alone,13.515558,People
410050519,Hispanic or Latinx,267.363337,People
410050519,Native Hawaiian and Other Pacific Islander alone,0,People
410050519,Some other race alone,0,People
410050519,Two or more races:,71.163276,People
410050519,White alone,2174.321175,People
410050520,American Indian and Alaska Native alone,0,People
410050520,Asian alone,36.434855,People
410050520,Black or African American alone,0.012201,People
410050520,Hispanic or Latinx,3.190182,People
410050520,Native Hawaiian and Other Pacific Islander alone,0,People
410050520,Some other race alone,3.1483740000000004,People
410050520,Two or more races:,2.19654,People
410050520,White alone,1011.0041740000001,People
410090001,American Indian and Alaska Native alone,1.5743699999999998,People
410090001,Asian alone,10.1513,People
410090001,Black or African American alone,4.34826,People
410090001,Hispanic or Latinx,69.719133,People
410090001,Native Hawaiian and Other Pacific Islander alone,0,People
410090001,Some other race alone,0,People
410090001,Two or more races:,168.675304,People
410090001,White alone,986.353254,People
410090004,American Indian and Alaska Native alone,11.323515,People
410090004,Asian alone,1.639265,People
410090004,Black or African American alone,31.27447,People
410090004,Hispanic or Latinx,14.620378,People
410090004,Native Hawaiian and Other Pacific Islander alone,0,People
410090004,Some other race alone,0,People
410090004,Two or more races:,117.322268,People
410090004,White alone,945.5689560000001,People
410090005,American Indian and Alaska Native alone,0.259854,People
410090005,Asian alone,12.395038000000001,People
410090005,Black or African American alone,0.717692,People
410090005,Hispanic or Latinx,0.906039,People
410090005,Native Hawaiian and Other Pacific Islander alone,0,People
410090005,Some other race alone,0,People
410090005,Two or more races:,473.6017,People
410090005,White alone,1547.766928,People
410090006,American Indian and Alaska Native alone,10.193862,People
410090006,Asian alone,7.644137000000001,People
410090006,Black or African American alone,18.112076,People
410090006,Hispanic or Latinx,58.812815,People
410090006,Native Hawaiian and Other Pacific Islander alone,0.887589,People
410090006,Some other race alone,0,People
410090006,Two or more races:,104.37802200000002,People
410090006,White alone,1257.378104,People
410090008,American Indian and Alaska Native alone,11.291967,People
410090008,Asian alone,6.6e-5,People
410090008,Black or African American alone,0,People
410090008,Hispanic or Latinx,60.665229,People
410090008,Native Hawaiian and Other Pacific Islander alone,3.6e-5,People
410090008,Some other race alone,0,People
410090008,Two or more races:,74.520486,People
410090008,White alone,1110.039789,People
410090010,American Indian and Alaska Native alone,23.707701999999998,People
410090010,Asian alone,53.424998,People
410090010,Black or African American alone,18.017026,People
410090010,Hispanic or Latinx,263.317606,People
410090010,Native Hawaiian and Other Pacific Islander alone,0.59455,People
410090010,Some other race alone,0,People
410090010,Two or more races:,169.024944,People
410090010,White alone,2457.805645,People
410090012,American Indian and Alaska Native alone,0.098637,People
410090012,Asian alone,7.235822,People
410090012,Black or African American alone,0.036234,People
410090012,Hispanic or Latinx,48.455646,People
410090012,Native Hawaiian and Other Pacific Islander alone,0.094611,People
410090012,Some other race alone,0,People
410090012,Two or more races:,104.990016,People
410090012,White alone,1046.144609,People
410090014,American Indian and Alaska Native alone,20.741051,People
410090014,Asian alone,2.44299,People
410090014,Black or African American alone,53.950345999999996,People
410090014,Hispanic or Latinx,2.314089,People
410090014,Native Hawaiian and Other Pacific Islander alone,0,People
410090014,Some other race alone,0,People
410090014,Two or more races:,115.560554,People
410090014,White alone,1074.763107,People
410090015,American Indian and Alaska Native alone,26.557727,People
410090015,Asian alone,6.95211,People
410090015,Black or African American alone,3.707792,People
410090015,Hispanic or Latinx,50.738411000000006,People
410090015,Native Hawaiian and Other Pacific Islander alone,0,People
410090015,Some other race alone,0,People
410090015,Two or more races:,119.267286,People
410090015,White alone,894.143137,People
410090017,American Indian and Alaska Native alone,22.732082000000002,People
410090017,Asian alone,19.70607,People
410090017,Black or African American alone,10.509904,People
410090017,Hispanic or Latinx,25.975259,People
410090017,Native Hawaiian and Other Pacific Islander alone,1.7883719999999999,People
410090017,Some other race alone,0,People
410090017,Two or more races:,53.427060000000004,People
410090017,White alone,980.479631,People
410090018,American Indian and Alaska Native alone,46.23796,People
410090018,Asian alone,0,People
410090018,Black or African American alone,0,People
410090018,Hispanic or Latinx,47.189136,People
410090018,Native Hawaiian and Other Pacific Islander alone,0,People
410090018,Some other race alone,0,People
410090018,Two or more races:,82.42938,People
410090018,White alone,762.71816,People
410090019,American Indian and Alaska Native alone,0,People
410090019,Asian alone,8.296654,People
410090019,Black or African American alone,0,People
410090019,Hispanic or Latinx,17.06776,People
410090019,Native Hawaiian and Other Pacific Islander alone,0,People
410090019,Some other race alone,0,People
410090019,Two or more races:,82.371744,People
410090019,White alone,1620.298614,People
410090020,American Indian and Alaska Native alone,0,People
410090020,Asian alone,0.926807,People
410090020,Black or African American alone,0,People
410090020,Hispanic or Latinx,37.42823,People
410090020,Native Hawaiian and Other Pacific Islander alone,0,People
410090020,Some other race alone,0,People
410090020,Two or more races:,61.92532799999999,People
410090020,White alone,1431.851346,People
410090021,American Indian and Alaska Native alone,17.212464,People
410090021,Asian alone,23.033939,People
410090021,Black or African American alone,4.283421,People
410090021,Hispanic or Latinx,72.203634,People
410090021,Native Hawaiian and Other Pacific Islander alone,8.683943,People
410090021,Some other race alone,0,People
410090021,Two or more races:,113.969466,People
410090021,White alone,1146.463973,People
410090024,American Indian and Alaska Native alone,30.503745,People
410090024,Asian alone,16.546120000000002,People
410090024,Black or African American alone,17.588783,People
410090024,Hispanic or Latinx,210.603019,People
410090024,Native Hawaiian and Other Pacific Islander alone,21.221299,People
410090024,Some other race alone,0,People
410090024,Two or more races:,218.881882,People
410090024,White alone,1628.2344560000001,People
410090026,American Indian and Alaska Native alone,4.903058000000001,People
410090026,Asian alone,29.552666,People
410090026,Black or African American alone,17.018813,People
410090026,Hispanic or Latinx,225.64442499999998,People
410090026,Native Hawaiian and Other Pacific Islander alone,0,People
410090026,Some other race alone,0,People
410090026,Two or more races:,215.14513599999998,People
410090026,White alone,2422.155627,People
410090031,American Indian and Alaska Native alone,31.523965999999998,People
410090031,Asian alone,30.235257999999998,People
410090031,Black or African American alone,2.7126409999999996,People
410090031,Hispanic or Latinx,159.664585,People
410090031,Native Hawaiian and Other Pacific Islander alone,0,People
410090031,Some other race alone,1.310733,People
410090031,Two or more races:,3.2349059999999996,People
410090031,White alone,1533.077384,People
410090032,American Indian and Alaska Native alone,15.83748,People
410090032,Asian alone,42.72772,People
410090032,Black or African American alone,1.75972,People
410090032,Hispanic or Latinx,46.104664,People
410090032,Native Hawaiian and Other Pacific Islander alone,0,People
410090032,Some other race alone,0,People
410090032,Two or more races:,152.28449600000002,People
410090032,White alone,1481.825684,People
410090034,American Indian and Alaska Native alone,20.301763,People
410090034,Asian alone,21.214661,People
410090034,Black or African American alone,4.432714,People
410090034,Hispanic or Latinx,223.11264100000002,People
410090034,Native Hawaiian and Other Pacific Islander alone,0,People
410090034,Some other race alone,4.753152,People
410090034,Two or more races:,13.633484000000001,People
410090034,White alone,1447.370103,People
410090035,American Indian and Alaska Native alone,10.163667,People
410090035,Asian alone,36.845846,People
410090035,Black or African American alone,0.916824,People
410090035,Hispanic or Latinx,30.795991,People
410090035,Native Hawaiian and Other Pacific Islander alone,0,People
410090035,Some other race alone,4.23e-4,People
410090035,Two or more races:,172.320824,People
410090035,White alone,1347.496193,People
410090036,American Indian and Alaska Native alone,10.817609000000001,People
410090036,Asian alone,38.590076,People
410090036,Black or African American alone,0.144926,People
410090036,Hispanic or Latinx,34.796452,People
410090036,Native Hawaiian and Other Pacific Islander alone,0,People
410090036,Some other race alone,3.6e-5,People
410090036,Two or more races:,29.718234000000002,People
410090036,White alone,1434.102537,People
410090038,American Indian and Alaska Native alone,22.456999999999997,People
410090038,Asian alone,21.924982,People
410090038,Black or African American alone,1.282622,People
410090038,Hispanic or Latinx,92.560933,People
410090038,Native Hawaiian and Other Pacific Islander alone,0,People
410090038,Some other race alone,0,People
410090038,Two or more races:,0.282862,People
410090038,White alone,1697.195985,People
410090039,American Indian and Alaska Native alone,0.08647300000000001,People
410090039,Asian alone,30.893745000000003,People
410090039,Black or African American alone,0.011735,People
410090039,Hispanic or Latinx,0.27010799999999996,People
410090039,Native Hawaiian and Other Pacific Islander alone,0.00799,People
410090039,Some other race alone,0,People
410090039,Two or more races:,286.099562,People
410090039,White alone,873.7305860000001,People
410090040,American Indian and Alaska Native alone,5.708791,People
410090040,Asian alone,11.910747999999998,People
410090040,Black or African American alone,0.9326180000000001,People
410090040,Hispanic or Latinx,17.848074,People
410090040,Native Hawaiian and Other Pacific Islander alone,4.824719999999999,People
410090040,Some other race alone,0,People
410090040,Two or more races:,167.555032,People
410090040,White alone,1189.8369969999999,People
410090041,American Indian and Alaska Native alone,2.331325,People
410090041,Asian alone,0,People
410090041,Black or African American alone,9.802439999999999,People
410090041,Hispanic or Latinx,22.813254999999998,People
410090041,Native Hawaiian and Other Pacific Islander alone,0,People
410090041,Some other race alone,0,People
410090041,Two or more races:,13.24577,People
410090041,White alone,1047.5337849999999,People
410090044,American Indian and Alaska Native alone,2.645227,People
410090044,Asian alone,0.47890499999999997,People
410090044,Black or African American alone,5.766052,People
410090044,Hispanic or Latinx,23.528802,People
410090044,Native Hawaiian and Other Pacific Islander alone,0.00624,People
410090044,Some other race alone,0,People
410090044,Two or more races:,13.860176000000001,People
410090044,White alone,1033.994872,People
410090046,American Indian and Alaska Native alone,4.613314999999999,People
410090046,Asian alone,8.491509,People
410090046,Black or African American alone,0.116096,People
410090046,Hispanic or Latinx,25.810864,People
410090046,Native Hawaiian and Other Pacific Islander alone,2.545359,People
410090046,Some other race alone,0,People
410090046,Two or more races:,247.72196,People
410090046,White alone,1323.372605,People
410090047,American Indian and Alaska Native alone,1.8979059999999999,People
410090047,Asian alone,11.171308999999999,People
410090047,Black or African American alone,5.74e-4,People
410090047,Hispanic or Latinx,22.823498999999998,People
410090047,Native Hawaiian and Other Pacific Islander alone,0,People
410090047,Some other race alone,0,People
410090047,Two or more races:,56.543912,People
410090047,White alone,832.623837,People
410090048,American Indian and Alaska Native alone,4.319202000000001,People
410090048,Asian alone,23.788829,People
410090048,Black or African American alone,1.8697489999999999,People
410090048,Hispanic or Latinx,33.597639,People
410090048,Native Hawaiian and Other Pacific Islander alone,9.753779999999999,People
410090048,Some other race alone,0,People
410090048,Two or more races:,136.065974,People
410090048,White alone,1414.656104,People
410090049,American Indian and Alaska Native alone,22.741111999999998,People
410090049,Asian alone,0.0231,People
410090049,Black or African American alone,0,People
410090049,Hispanic or Latinx,64.26836,People
410090049,Native Hawaiian and Other Pacific Islander alone,0.0126,People
410090049,Some other race alone,0,People
410090049,Two or more races:,146.479012,People
410090049,White alone,1090.0036440000001,People
410090050,American Indian and Alaska Native alone,20,People
410090050,Asian alone,0,People
410090050,Black or African American alone,0,People
410090050,Hispanic or Latinx,84,People
410090050,Native Hawaiian and Other Pacific Islander alone,0,People
410090050,Some other race alone,0,People
410090050,Two or more races:,150,People
410090050,White alone,990,People
410090051,American Indian and Alaska Native alone,0.188425,People
410090051,Asian alone,2.5227150000000003,People
410090051,Black or African American alone,17.9334,People
410090051,Hispanic or Latinx,10.643813,People
410090051,Native Hawaiian and Other Pacific Islander alone,0,People
410090051,Some other race alone,0,People
410090051,Two or more races:,130.83747,People
410090051,White alone,1142.843927,People
410090053,American Indian and Alaska Native alone,34.30431,People
410090053,Asian alone,71.606969,People
410090053,Black or African American alone,22.568625,People
410090053,Hispanic or Latinx,327.696435,People
410090053,Native Hawaiian and Other Pacific Islander alone,0.158244,People
410090053,Some other race alone,0,People
410090053,Two or more races:,175.146846,People
410090053,White alone,2600.292155,People
410512701,American Indian and Alaska Native alone,0.001444,People
410512701,Asian alone,56.48188,People
410512701,Black or African American alone,21.110400000000002,People
410512701,Hispanic or Latinx,65.853101,People
410512701,Native Hawaiian and Other Pacific Islander alone,0,People
410512701,Some other race alone,7.3886400000000005,People
410512701,Two or more races:,149.782056,People
410512701,White alone,1293.8043910000001,People
410512702,American Indian and Alaska Native alone,2.52e-4,People
410512702,Asian alone,56.776291,People
410512702,Black or African American alone,16.0933,People
410512702,Hispanic or Latinx,63.215075999999996,People
410512702,Native Hawaiian and Other Pacific Islander alone,0,People
410512702,Some other race alone,5.632655,People
410512702,Two or more races:,141.011644,People
410512702,White alone,1254.430657,People
410513101,American Indian and Alaska Native alone,6.580964,People
410513101,Asian alone,96.388071,People
410513101,Black or African American alone,1.591454,People
410513101,Hispanic or Latinx,39.467329,People
410513101,Native Hawaiian and Other Pacific Islander alone,1.44e-4,People
410513101,Some other race alone,0,People
410513101,Two or more races:,151.148836,People
410513101,White alone,957.38374,People
410513102,American Indian and Alaska Native alone,28.296244,People
410513102,Asian alone,57.276124,People
410513102,Black or African American alone,0.023723,People
410513102,Hispanic or Latinx,42.338465,People
410513102,Native Hawaiian and Other Pacific Islander alone,0.001382,People
410513102,Some other race alone,2.33e-4,People
410513102,Two or more races:,38.5193,People
410513102,White alone,1612.344912,People
410513103,American Indian and Alaska Native alone,0.199909,People
410513103,Asian alone,13.713768,People
410513103,Black or African American alone,2.4851449999999997,People
410513103,Hispanic or Latinx,40.242631,People
410513103,Native Hawaiian and Other Pacific Islander alone,0.176112,People
410513103,Some other race alone,0,People
410513103,Two or more races:,120.762854,People
410513103,White alone,587.200358,People
410513301,American Indian and Alaska Native alone,2.02814,People
410513301,Asian alone,194.440373,People
410513301,Black or African American alone,85.27351,People
410513301,Hispanic or Latinx,171.31273099999999,People
410513301,Native Hawaiian and Other Pacific Islander alone,15.043467,People
410513301,Some other race alone,1.194148,People
410513301,Two or more races:,226.020962,People
410513301,White alone,2273.507305,People
410513303,American Indian and Alaska Native alone,3.428208,People
410513303,Asian alone,309.286614,People
410513303,Black or African American alone,17.396651,People
410513303,Hispanic or Latinx,92.100688,People
410513303,Native Hawaiian and Other Pacific Islander alone,3.31606,People
410513303,Some other race alone,0,People
410513303,Two or more races:,248.10688399999998,People
410513303,White alone,1313.748773,People
410513304,American Indian and Alaska Native alone,0,People
410513304,Asian alone,345.87007,People
410513304,Black or African American alone,44.057216000000004,People
410513304,Hispanic or Latinx,55.617269,People
410513304,Native Hawaiian and Other Pacific Islander alone,0.744936,People
410513304,Some other race alone,0,People
410513304,Two or more races:,215.76613,People
410513304,White alone,1009.393914,People
410513501,American Indian and Alaska Native alone,0,People
410513501,Asian alone,94.516582,People
410513501,Black or African American alone,69.970273,People
410513501,Hispanic or Latinx,43.923207000000005,People
410513501,Native Hawaiian and Other Pacific Islander alone,0,People
410513501,Some other race alone,0,People
410513501,Two or more races:,108.13229600000001,People
410513501,White alone,1626.0350950000002,People
410513502,American Indian and Alaska Native alone,0,People
410513502,Asian alone,85.579167,People
410513502,Black or African American alone,39.041239,People
410513502,Hispanic or Latinx,74.73470499999999,People
410513502,Native Hawaiian and Other Pacific Islander alone,3.7999999999999995e-5,People
410513502,Some other race alone,2.6e-5,People
410513502,Two or more races:,208.026388,People
410513502,White alone,1781.182541,People
410513602,American Indian and Alaska Native alone,5.251593,People
410513602,Asian alone,58.600839,People
410513602,Black or African American alone,24.56559,People
410513602,Hispanic or Latinx,113.08255,People
410513602,Native Hawaiian and Other Pacific Islander alone,0,People
410513602,Some other race alone,0,People
410513602,Two or more races:,47.37224,People
410513602,White alone,1465.419253,People
410513603,American Indian and Alaska Native alone,6.153674,People
410513603,Asian alone,79.83556,People
410513603,Black or African American alone,42.115325999999996,People
410513603,Hispanic or Latinx,98.503689,People
410513603,Native Hawaiian and Other Pacific Islander alone,0.395267,People
410513603,Some other race alone,5.7e-4,People
410513603,Two or more races:,149.588496,People
410513603,White alone,1100.821264,People
410513604,American Indian and Alaska Native alone,0,People
410513604,Asian alone,111,People
410513604,Black or African American alone,0,People
410513604,Hispanic or Latinx,93,People
410513604,Native Hawaiian and Other Pacific Islander alone,0,People
410513604,Some other race alone,0,People
410513604,Two or more races:,158,People
410513604,White alone,1211,People
410513605,American Indian and Alaska Native alone,9e-6,People
410513605,Asian alone,34.132647999999996,People
410513605,Black or African American alone,25.320165,People
410513605,Hispanic or Latinx,66.328006,People
410513605,Native Hawaiian and Other Pacific Islander alone,9.59e-4,People
410513605,Some other race alone,11.357069999999998,People
410513605,Two or more races:,73.868256,People
410513605,White alone,912.100306,People
410513606,American Indian and Alaska Native alone,3.500334,People
410513606,Asian alone,77.13428400000001,People
410513606,Black or African American alone,74.039753,People
410513606,Hispanic or Latinx,129.53684900000002,People
410513606,Native Hawaiian and Other Pacific Islander alone,0,People
410513606,Some other race alone,17.438866,People
410513606,Two or more races:,193.783598,People
410513606,White alone,1480.195373,People
410513607,American Indian and Alaska Native alone,9.599999999999999e-4,People
410513607,Asian alone,95.315,People
410513607,Black or African American alone,5.296641999999999,People
410513607,Hispanic or Latinx,37.912918,People
410513607,Native Hawaiian and Other Pacific Islander alone,0.185151,People
410513607,Some other race alone,0.211259,People
410513607,Two or more races:,84.500218,People
410513607,White alone,892.53089,People
410513608,American Indian and Alaska Native alone,1.75e-4,People
410513608,Asian alone,265.34834900000004,People
410513608,Black or African American alone,114.827581,People
410513608,Hispanic or Latinx,333.24659099999997,People
410513608,Native Hawaiian and Other Pacific Islander alone,2.2500000000000002e-4,People
410513608,Some other race alone,2.5045129999999998,People
410513608,Two or more races:,359.97664,People
410513608,White alone,2527.392499,People
410513609,American Indian and Alaska Native alone,0.002336,People
410513609,Asian alone,85.475147,People
410513609,Black or African American alone,98.862703,People
410513609,Hispanic or Latinx,130.957765,People
410513609,Native Hawaiian and Other Pacific Islander alone,0,People
410513609,Some other race alone,34.601936,People
410513609,Two or more races:,313.58468,People
410513609,White alone,1954.398441,People
410513610,American Indian and Alaska Native alone,1.486178,People
410513610,Asian alone,72.48106700000001,People
410513610,Black or African American alone,44.74165000000001,People
410513610,Hispanic or Latinx,82.76496800000001,People
410513610,Native Hawaiian and Other Pacific Islander alone,0,People
410513610,Some other race alone,12.43919,People
410513610,Two or more races:,136.92735,People
410513610,White alone,1459.5752690000002,People
410513611,American Indian and Alaska Native alone,4.9905360000000005,People
410513611,Asian alone,33.755643,People
410513611,Black or African American alone,52.298736999999996,People
410513611,Hispanic or Latinx,91.702192,People
410513611,Native Hawaiian and Other Pacific Islander alone,0,People
410513611,Some other race alone,2.232789,People
410513611,Two or more races:,71.722004,People
410513611,White alone,1341.299381,People
410513612,American Indian and Alaska Native alone,8.719578,People
410513612,Asian alone,137.24985800000002,People
410513612,Black or African American alone,52.234867,People
410513612,Hispanic or Latinx,133.209167,People
410513612,Native Hawaiian and Other Pacific Islander alone,16.922825000000003,People
410513612,Some other race alone,1.2420879999999999,People
410513612,Two or more races:,122.043526,People
410513612,White alone,999.6981450000001,People
410513801,American Indian and Alaska Native alone,0,People
410513801,Asian alone,67.61643600000001,People
410513801,Black or African American alone,0,People
410513801,Hispanic or Latinx,111.95788800000001,People
410513801,Native Hawaiian and Other Pacific Islander alone,0,People
410513801,Some other race alone,0,People
410513801,Two or more races:,348.044312,People
410513801,White alone,2227.3368960000003,People
410513802,American Indian and Alaska Native alone,4.818456,People
410513802,Asian alone,87.020955,People
410513802,Black or African American alone,54.628198,People
410513802,Hispanic or Latinx,142.747484,People
410513802,Native Hawaiian and Other Pacific Islander alone,2.9435059999999997,People
410513802,Some other race alone,6.356146,People
410513802,Two or more races:,269.007116,People
410513802,White alone,1782.905712,People
410513803,American Indian and Alaska Native alone,3.895932,People
410513803,Asian alone,88.150764,People
410513803,Black or African American alone,111.370308,People
410513803,Hispanic or Latinx,139.60613299999997,People
410513803,Native Hawaiian and Other Pacific Islander alone,9.27e-4,People
410513803,Some other race alone,0.501814,People
410513803,Two or more races:,205.29439,People
410513803,White alone,1884.359554,People
410513804,American Indian and Alaska Native alone,3.120215,People
410513804,Asian alone,164.79288599999998,People
410513804,Black or African American alone,50.72464599999999,People
410513804,Hispanic or Latinx,185.697388,People
410513804,Native Hawaiian and Other Pacific Islander alone,6.609373,People
410513804,Some other race alone,2.986192,People
410513804,Two or more races:,212.116052,People
410513804,White alone,1922.731616,People
410513805,American Indian and Alaska Native alone,2.3799999999999998e-4,People
410513805,Asian alone,30.380699,People
410513805,Black or African American alone,16.265681,People
410513805,Hispanic or Latinx,70.949432,People
410513805,Native Hawaiian and Other Pacific Islander alone,0,People
410513805,Some other race alone,3.7799999999999997e-4,People
410513805,Two or more races:,155.14905800000003,People
410513805,White alone,1034.0103900000001,People
410513806,American Indian and Alaska Native alone,0.068886,People
410513806,Asian alone,97.42054800000001,People
410513806,Black or African American alone,51.76193200000001,People
410513806,Hispanic or Latinx,89.122938,People
410513806,Native Hawaiian and Other Pacific Islander alone,0.045924,People
410513806,Some other race alone,0,People
410513806,Two or more races:,150.889926,People
410513806,White alone,1731.068007,People
410513807,American Indian and Alaska Native alone,5.658419,People
410513807,Asian alone,99.357133,People
410513807,Black or African American alone,25.180073,People
410513807,Hispanic or Latinx,149.26983,People
410513807,Native Hawaiian and Other Pacific Islander alone,9.44176,People
410513807,Some other race alone,5.029783,People
410513807,Two or more races:,243.65772400000003,People
410513807,White alone,1514.856418,People
410513808,American Indian and Alaska Native alone,5.308265,People
410513808,Asian alone,116.390031,People
410513808,Black or African American alone,23.174287,People
410513808,Hispanic or Latinx,161.591635,People
410513808,Native Hawaiian and Other Pacific Islander alone,12.687752,People
410513808,Some other race alone,7.971083999999999,People
410513808,Two or more races:,283.605298,People
410513808,White alone,1589.1306399999999,People
410514101,American Indian and Alaska Native alone,7.029907000000001,People
410514101,Asian alone,83.165449,People
410514101,Black or African American alone,2.004381,People
410514101,Hispanic or Latinx,46.416398,People
410514101,Native Hawaiian and Other Pacific Islander alone,0.828272,People
410514101,Some other race alone,2.42e-4,People
410514101,Two or more races:,72.20514800000001,People
410514101,White alone,953.142753,People
410514102,American Indian and Alaska Native alone,7.494394000000001,People
410514102,Asian alone,78.16777,People
410514102,Black or African American alone,26.333501,People
410514102,Hispanic or Latinx,168.91590100000002,People
410514102,Native Hawaiian and Other Pacific Islander alone,0.044701,People
410514102,Some other race alone,0.784765,People
410514102,Two or more races:,181.378386,People
410514102,White alone,1130.778056,People
410514103,American Indian and Alaska Native alone,1.53751,People
410514103,Asian alone,79.025973,People
410514103,Black or African American alone,21.95967,People
410514103,Hispanic or Latinx,116.174312,People
410514103,Native Hawaiian and Other Pacific Islander alone,1.758705,People
410514103,Some other race alone,0.0296,People
410514103,Two or more races:,128.296636,People
410514103,White alone,1167.3720680000001,People
410514203,American Indian and Alaska Native alone,4.40264,People
410514203,Asian alone,62.067181999999995,People
410514203,Black or African American alone,54.643928,People
410514203,Hispanic or Latinx,102.195625,People
410514203,Native Hawaiian and Other Pacific Islander alone,27.293855999999998,People
410514203,Some other race alone,8.52933,People
410514203,Two or more races:,163.297322,People
410514203,White alone,964.920856,People
410514204,American Indian and Alaska Native alone,3.092156,People
410514204,Asian alone,69.380967,People
410514204,Black or African American alone,25.354931,People
410514204,Hispanic or Latinx,75.259884,People
410514204,Native Hawaiian and Other Pacific Islander alone,2.253928,People
410514204,Some other race alone,1.508128,People
410514204,Two or more races:,97.620454,People
410514204,White alone,1104.7472089999999,People
410514205,American Indian and Alaska Native alone,0.344606,People
410514205,Asian alone,81.84265900000001,People
410514205,Black or African American alone,6.494422,People
410514205,Hispanic or Latinx,71.308519,People
410514205,Native Hawaiian and Other Pacific Islander alone,1.183382,People
410514205,Some other race alone,9.902891,People
410514205,Two or more races:,240.337936,People
410514205,White alone,962.21843,People
410514207,American Indian and Alaska Native alone,2.170326,People
410514207,Asian alone,62.822419,People
410514207,Black or African American alone,19.116591,People
410514207,Hispanic or Latinx,72.04555,People
410514207,Native Hawaiian and Other Pacific Islander alone,1.047949,People
410514207,Some other race alone,2.667828,People
410514207,Two or more races:,54.69484,People
410514207,White alone,993.939898,People
410514208,American Indian and Alaska Native alone,5.449032,People
410514208,Asian alone,43.219103000000004,People
410514208,Black or African American alone,22.252179,People
410514208,Hispanic or Latinx,106.866406,People
