precinct,age_group,estimate,units
410050333,75 to 79 years,619.195882,People
410050333,80 to 84 years,282.118738,People
410050333,85 years and over,212.433457,People
410050333,Under 5 years,834.110686,People
410050350,10 to 14 years,49.227213,People
410050350,15 to 17 years,73.886331,People
410050350,18 and 19 years,23.469013,People
410050350,20 years,60.822796000000004,People
410050350,21 years,22.440695,People
410050350,22 to 24 years,38.188327,People
410050350,25 to 29 years,107.174723,People
410050350,30 to 34 years,46.076033,People
410050350,35 to 39 years,92.418334,People
410050350,40 to 44 years,87.180215,People
410050350,45 to 49 years,109.178363,People
410050350,5 to 9 years,80.322334,People
410050350,50 to 54 years,78.179409,People
410050350,55 to 59 years,130.086794,People
410050350,60 and 61 years,76.080051,People
410050350,62 to 64 years,63.125460000000004,People
410050350,65 and 66 years,66.464443,People
410050350,67 to 69 years,42.641524000000004,People
410050350,70 to 74 years,137.55237400000001,People
410050350,75 to 79 years,63.552745,People
410050350,80 to 84 years,36.333937,People
410050350,85 years and over,3.073785,People
410050350,Under 5 years,55.336213,People
410050351,10 to 14 years,6345.084655,People
410050351,15 to 17 years,3310.02138,People
410050351,18 and 19 years,2977.062578,People
410050351,20 years,270.219729,People
410050351,21 years,689.578047,People
410050351,22 to 24 years,1209.61571,People
410050351,25 to 29 years,4265.145383,People
410050351,30 to 34 years,4323.190769,People
410050351,35 to 39 years,4430.016948,People
410050351,40 to 44 years,7577.014195,People
410050351,45 to 49 years,5613.068114,People
410050351,5 to 9 years,6142.204748,People
410050351,50 to 54 years,3080.101445,People
410050351,55 to 59 years,5346.36955,People
410050351,60 and 61 years,2064.884624,People
410050351,62 to 64 years,1513.266299,People
410050351,65 and 66 years,2389.19407,People
410050351,67 to 69 years,2383.690362,People
410050351,70 to 74 years,2334.156124,People
410050351,75 to 79 years,1660.226651,People
410050351,80 to 84 years,834.575502,People
410050351,85 years and over,465.1942,People
410050351,Under 5 years,4605.597369,People
410050352,10 to 14 years,62.509124,People
410050352,15 to 17 years,65.89422,People
410050352,18 and 19 years,9.188093,People
410050352,20 years,6.681804,People
410050352,21 years,9.925457,People
410050352,22 to 24 years,32.797296,People
410050352,25 to 29 years,35.056983,People
410050352,30 to 34 years,45.613987,People
410050352,35 to 39 years,60.269137,People
410050352,40 to 44 years,80.390995,People
410050352,45 to 49 years,91.572226,People
410050352,5 to 9 years,90.164046,People
410050352,50 to 54 years,97.824208,People
410050352,55 to 59 years,102.758352,People
410050352,60 and 61 years,54.834514000000006,People
410050352,62 to 64 years,32.758338,People
410050352,65 and 66 years,50.857087,People
410050352,67 to 69 years,63.705467,People
410050352,70 to 74 years,78.5562,People
410050352,75 to 79 years,25.491179000000002,People
410050352,80 to 84 years,46.128955000000005,People
410050352,85 years and over,28.812254000000003,People
410050352,Under 5 years,34.323822,People
410050360,10 to 14 years,906.385314,People
410050360,15 to 17 years,585.760703,People
410050360,18 and 19 years,185.720864,People
410050360,20 years,75.790865,People
410050360,21 years,148.393578,People
410050360,22 to 24 years,320.897197,People
410050360,25 to 29 years,647.190802,People
410050360,30 to 34 years,1310.629082,People
410050360,35 to 39 years,575.720057,People
410050360,40 to 44 years,810.36276,People
410050360,45 to 49 years,1062.818031,People
410050360,5 to 9 years,647.33092,People
410050360,50 to 54 years,809.2232250000001,People
410050360,55 to 59 years,1005.704575,People
410050360,60 and 61 years,132.231429,People
410050360,62 to 64 years,387.943534,People
410050360,65 and 66 years,243.048443,People
410050360,67 to 69 years,240.766943,People
410050360,70 to 74 years,455.113569,People
410050360,75 to 79 years,116.576906,People
410050360,80 to 84 years,132.166805,People
410050360,85 years and over,250.640554,People
410050360,Under 5 years,644.237102,People
410050361,10 to 14 years,0.12826300000000002,People
410050361,15 to 17 years,11.129649,People
410050361,18 and 19 years,10.983989,People
410050361,20 years,0.175061,People
410050361,21 years,0.03513,People
410050361,22 to 24 years,0.247571,People
410050361,25 to 29 years,7.137256,People
410050361,30 to 34 years,10.96133,People
410050361,35 to 39 years,10.167662,People
410050361,40 to 44 years,0.154171,People
410050361,45 to 49 years,0.403362,People
410050361,5 to 9 years,0.212394,People
410050361,50 to 54 years,0.541434,People
410050361,55 to 59 years,4.420863,People
410050361,60 and 61 years,0.393638,People
410050361,62 to 64 years,0.642093,People
410050361,65 and 66 years,0.384331,People
410050361,67 to 69 years,0.20916200000000001,People
410050361,70 to 74 years,11.519584,People
410050361,75 to 79 years,0.19823000000000002,People
410050361,80 to 84 years,0.13749,People
410050361,85 years and over,0.29077400000000003,People
410050361,Under 5 years,0.11534,People
410050362,10 to 14 years,106.46130000000001,People
410050362,15 to 17 years,36.796488999999994,People
410050362,18 and 19 years,34.675379,People
410050362,20 years,22.595295999999998,People
410050362,21 years,0.238719,People
410050362,22 to 24 years,14.869275,People
410050362,25 to 29 years,80.013621,People
410050362,30 to 34 years,54.787586,People
410050362,35 to 39 years,51.52104799999999,People
410050362,40 to 44 years,68.46057599999999,People
410050362,45 to 49 years,67.59386599999999,People
410050362,5 to 9 years,54.094654,People
410050362,50 to 54 years,83.021154,People
410050362,55 to 59 years,115.811938,People
410050362,60 and 61 years,39.86906,People
410050362,62 to 64 years,65.697587,People
410050362,65 and 66 years,45.990587,People
410050362,67 to 69 years,43.297145,People
410050362,70 to 74 years,56.328161,People
410050362,75 to 79 years,64.121824,People
410050362,80 to 84 years,27.612354999999997,People
410050362,85 years and over,45.282731999999996,People
410050362,Under 5 years,33.191207999999996,People
410050363,10 to 14 years,3.3102080000000003,People
410050363,15 to 17 years,14.525362,People
410050363,18 and 19 years,12.325201999999999,People
410050363,20 years,36.229389999999995,People
410050363,21 years,7.28e-4,People
410050363,22 to 24 years,42.74863199999999,People
410050363,25 to 29 years,57.910306,People
410050363,30 to 34 years,19.533844000000002,People
410050363,35 to 39 years,21.127316,People
410050363,40 to 44 years,5.798674,People
410050363,45 to 49 years,40.126892,People
410050363,5 to 9 years,27.664546,People
410050363,50 to 54 years,106.77690999999999,People
410050363,55 to 59 years,64.316814,People
410050363,60 and 61 years,65.935652,People
410050363,62 to 64 years,137.34623,People
410050363,65 and 66 years,78.01479599999999,People
410050363,67 to 69 years,32.142254,People
410050363,70 to 74 years,96.48930399999999,People
410050363,75 to 79 years,41.59959,People
410050363,80 to 84 years,13.042264,People
410050363,85 years and over,73.70767599999999,People
410050363,Under 5 years,26.602884,People
410050364,10 to 14 years,78.409183,People
410050364,15 to 17 years,38.828742,People
410050364,18 and 19 years,26.815424,People
410050364,20 years,39.440072,People
410050364,21 years,8.900288,People
410050364,22 to 24 years,51.483857,People
410050364,25 to 29 years,70.280881,People
410050364,30 to 34 years,146.63389800000002,People
410050364,35 to 39 years,64.233516,People
410050364,40 to 44 years,111.338806,People
410050364,45 to 49 years,126.57497199999999,People
410050364,5 to 9 years,70.09927,People
410050364,50 to 54 years,128.864434,People
410050364,55 to 59 years,92.65904499999999,People
410050364,60 and 61 years,47.740590000000005,People
410050364,62 to 64 years,91.99059199999999,People
410050364,65 and 66 years,21.177232999999998,People
410050364,67 to 69 years,44.062634,People
410050364,70 to 74 years,94.07229199999999,People
410050364,75 to 79 years,30.74315,People
410050364,80 to 84 years,28.774062,People
410050364,85 years and over,25.645473,People
410050364,Under 5 years,52.760731,People
410050370,10 to 14 years,67.49810000000001,People
410050370,15 to 17 years,54.695081,People
410050370,18 and 19 years,45.371081000000004,People
410050370,20 years,23.327675,People
410050370,21 years,2.431461,People
410050370,22 to 24 years,61.167669,People
410050370,25 to 29 years,57.212119,People
410050370,30 to 34 years,213.813999,People
410050370,35 to 39 years,103.243611,People
410050370,40 to 44 years,131.400815,People
410050370,45 to 49 years,107.151869,People
410050370,5 to 9 years,83.94939500000001,People
410050370,50 to 54 years,137.335176,People
410050370,55 to 59 years,143.77336200000002,People
410050370,60 and 61 years,81.434031,People
410050370,62 to 64 years,134.317971,People
410050370,65 and 66 years,119.5555,People
410050370,67 to 69 years,71.765117,People
410050370,70 to 74 years,88.68892199999999,People
410050370,75 to 79 years,54.490718,People
410050370,80 to 84 years,11.292654,People
410050370,85 years and over,9.572721,People
410050370,Under 5 years,75.904481,People
410050371,10 to 14 years,2018.38956,People
410050371,15 to 17 years,1079.068689,People
410050371,18 and 19 years,521.573653,People
410050371,20 years,465.687428,People
410050371,21 years,153.408841,People
410050371,22 to 24 years,813.732486,People
410050371,25 to 29 years,1913.298787,People
410050371,30 to 34 years,2291.096136,People
410050371,35 to 39 years,2425.072967,People
410050371,40 to 44 years,2017.848982,People
410050371,45 to 49 years,1692.658319,People
410050371,5 to 9 years,2092.771762,People
410050371,50 to 54 years,1061.058394,People
410050371,55 to 59 years,1538.219673,People
410050371,60 and 61 years,942.617302,People
410050371,62 to 64 years,693.841114,People
410050371,65 and 66 years,848.91913,People
410050371,67 to 69 years,819.364074,People
410050371,70 to 74 years,947.688219,People
410050371,75 to 79 years,819.484106,People
410050371,80 to 84 years,416.8349,People
410050371,85 years and over,335.950482,People
410050371,Under 5 years,1963.173254,People
410050372,10 to 14 years,50.791636000000004,People
410050372,15 to 17 years,38.39697,People
410050372,18 and 19 years,53.343097,People
410050372,20 years,25.666496,People
410050372,21 years,4.839724,People
410050372,22 to 24 years,13.170786,People
410050372,25 to 29 years,73.929806,People
410050372,30 to 34 years,217.985407,People
410050372,35 to 39 years,10.781714,People
410050372,40 to 44 years,135.536765,People
410050372,45 to 49 years,63.517586,People
410050372,5 to 9 years,42.166258,People
410050372,50 to 54 years,110.941895,People
410050372,55 to 59 years,160.616116,People
410050372,60 and 61 years,137.731654,People
410050372,62 to 64 years,170.503715,People
410050372,65 and 66 years,99.83538300000001,People
410050372,67 to 69 years,40.936723,People
410050372,70 to 74 years,91.90933500000001,People
410050372,75 to 79 years,18.975056000000002,People
410050372,80 to 84 years,8.175476,People
410050372,85 years and over,24.846693000000002,People
410050372,Under 5 years,90.66087900000001,People
410050373,10 to 14 years,49.79638,People
410050373,15 to 17 years,36.231923,People
410050373,18 and 19 years,26.424247,People
410050373,20 years,11.823625999999999,People
410050373,21 years,2.1915679999999997,People
410050373,22 to 24 years,47.601468000000004,People
410050373,25 to 29 years,37.064172,People
410050373,30 to 34 years,161.960316,People
410050373,35 to 39 years,79.30108200000001,People
410050373,40 to 44 years,73.863016,People
410050373,45 to 49 years,69.835258,People
410050373,5 to 9 years,60.665223,People
410050373,50 to 54 years,97.345202,People
410050373,55 to 59 years,101.550544,People
410050373,60 and 61 years,47.178328,People
410050373,62 to 64 years,102.823973,People
410050373,65 and 66 years,86.506933,People
410050373,67 to 69 years,53.699422,People
410050373,70 to 74 years,60.730785,People
410050373,75 to 79 years,39.279584,People
410050373,80 to 84 years,16.906579999999998,People
410050373,85 years and over,6.512728,People
410050373,Under 5 years,48.996277,People
410050400,10 to 14 years,210.695874,People
410050400,15 to 17 years,135.407219,People
410050400,18 and 19 years,90.90621,People
410050400,20 years,0.014335,People
410050400,21 years,107.07374,People
410050400,22 to 24 years,185.317518,People
410050400,25 to 29 years,127.457429,People
410050400,30 to 34 years,86.792379,People
410050400,35 to 39 years,180.38441799999998,People
410050400,40 to 44 years,201.074805,People
410050400,45 to 49 years,255.558842,People
410050400,5 to 9 years,187.623462,People
410050400,50 to 54 years,344.020102,People
410050400,55 to 59 years,583.810558,People
410050400,60 and 61 years,128.549005,People
410050400,62 to 64 years,298.565829,People
410050400,65 and 66 years,63.713096,People
410050400,67 to 69 years,277.508279,People
410050400,70 to 74 years,266.873212,People
410050400,75 to 79 years,154.735372,People
410050400,80 to 84 years,88.533453,People
410050400,85 years and over,170.681724,People
410050400,Under 5 years,83.316743,People
410050401,10 to 14 years,74.49672299999999,People
410050401,15 to 17 years,56.975396999999994,People
410050401,18 and 19 years,56.67407599999999,People
410050401,20 years,5.783048999999999,People
410050401,21 years,6.386952000000001,People
410050401,22 to 24 years,77.52765299999999,People
410050401,25 to 29 years,28.616617999999995,People
410050401,30 to 34 years,113.077334,People
410050401,35 to 39 years,43.934248,People
410050401,40 to 44 years,82.33782099999999,People
410050401,45 to 49 years,122.69326799999999,People
410050401,5 to 9 years,76.236021,People
410050401,50 to 54 years,102.14850599999998,People
410050401,55 to 59 years,135.696075,People
410050401,60 and 61 years,90.51439799999999,People
410050401,62 to 64 years,134.22484699999998,People
410050401,65 and 66 years,79.718486,People
410050401,67 to 69 years,55.646924999999996,People
410050401,70 to 74 years,99.140664,People
410050401,75 to 79 years,66.717158,People
410050401,80 to 84 years,41.201229,People
410050401,85 years and over,35.31612,People
410050401,Under 5 years,46.684025999999996,People
410050402,10 to 14 years,251.403351,People
410050402,15 to 17 years,98.779395,People
410050402,18 and 19 years,103.937517,People
410050402,20 years,1.993086,People
410050402,21 years,92.09925,People
410050402,22 to 24 years,83.938838,People
410050402,25 to 29 years,275.29598799999997,People
410050402,30 to 34 years,277.859017,People
410050402,35 to 39 years,365.710307,People
410050402,40 to 44 years,222.002877,People
410050402,45 to 49 years,161.659506,People
410050402,5 to 9 years,180.005172,People
410050402,50 to 54 years,193.749155,People
410050402,55 to 59 years,513.567393,People
410050402,60 and 61 years,166.74269,People
410050402,62 to 64 years,274.892547,People
410050402,65 and 66 years,61.479611,People
410050402,67 to 69 years,177.533975,People
410050402,70 to 74 years,217.910389,People
410050402,75 to 79 years,163.165723,People
410050402,80 to 84 years,101.53894,People
410050402,85 years and over,56.640946,People
410050402,Under 5 years,227.316987,People
410050403,10 to 14 years,124.088888,People
410050403,15 to 17 years,104.461732,People
410050403,18 and 19 years,28.525999000000002,People
410050403,20 years,34.994287,People
410050403,21 years,25.129825999999998,People
410050403,22 to 24 years,66.062624,People
410050403,25 to 29 years,170.31922600000001,People
410050403,30 to 34 years,53.068088,People
410050403,35 to 39 years,96.54989,People
410050403,40 to 44 years,177.115801,People
410050403,45 to 49 years,168.507679,People
410050403,5 to 9 years,76.081253,People
410050403,50 to 54 years,167.807054,People
410050403,55 to 59 years,147.347561,People
410050403,60 and 61 years,70.84022800000001,People
410050403,62 to 64 years,95.486997,People
410050403,65 and 66 years,69.173444,People
410050403,67 to 69 years,86.212188,People
410050403,70 to 74 years,90.130358,People
410050403,75 to 79 years,43.814633,People
410050403,80 to 84 years,131.239567,People
410050403,85 years and over,5.647648000000001,People
410050403,Under 5 years,136.346069,People
410050404,10 to 14 years,72.00304200000001,People
410050404,15 to 17 years,55.269132,People
410050404,18 and 19 years,27.793924999999998,People
410050404,20 years,55.435926,People
410050404,21 years,14.038832,People
410050404,22 to 24 years,33.067187,People
410050404,25 to 29 years,79.210406,People
410050404,30 to 34 years,159.97241499999998,People
410050404,35 to 39 years,85.121163,People
410050404,40 to 44 years,151.49986,People
410050404,45 to 49 years,107.406733,People
410050404,5 to 9 years,134.661098,People
410050404,50 to 54 years,140.74053700000002,People
410050404,55 to 59 years,151.96319,People
410050404,60 and 61 years,40.380868,People
410050404,62 to 64 years,77.82054,People
410050404,65 and 66 years,49.273291,People
410050404,67 to 69 years,62.061802,People
410050404,70 to 74 years,69.826298,People
410050404,75 to 79 years,91.912429,People
410050404,80 to 84 years,51.355776999999996,People
410050404,85 years and over,18.035307,People
410050404,Under 5 years,147.660709,People
410050405,10 to 14 years,75.151458,People
410050405,15 to 17 years,30.903869000000004,People
410050405,18 and 19 years,23.177311,People
410050405,20 years,23.123814,People
410050405,21 years,4.553223,People
410050405,22 to 24 years,46.046535000000006,People
410050405,25 to 29 years,61.759212,People
410050405,30 to 34 years,77.11485599999999,People
410050405,35 to 39 years,78.478398,People
410050405,40 to 44 years,104.953457,People
410050405,45 to 49 years,74.799781,People
410050405,5 to 9 years,83.120053,People
410050405,50 to 54 years,124.858094,People
410050405,55 to 59 years,118.534228,People
410050405,60 and 61 years,69.815713,People
410050405,62 to 64 years,81.925422,People
410050405,65 and 66 years,51.417931,People
410050405,67 to 69 years,72.61204500000001,People
410050405,70 to 74 years,91.384632,People
410050405,75 to 79 years,76.551924,People
410050405,80 to 84 years,36.610221,People
410050405,85 years and over,31.141709,People
410050405,Under 5 years,73.462613,People
410050406,10 to 14 years,93.522979,People
410050406,15 to 17 years,55.933783,People
410050406,18 and 19 years,34.898877,People
410050406,20 years,12.493018,People
410050406,21 years,0.19989099999999999,People
410050406,22 to 24 years,53.77421399999999,People
410050406,25 to 29 years,24.70967,People
410050406,30 to 34 years,21.663523,People
410050406,35 to 39 years,60.254884,People
410050406,40 to 44 years,65.997854,People
410050406,45 to 49 years,131.01755599999998,People
410050406,5 to 9 years,45.356201999999996,People
410050406,50 to 54 years,98.47497599999998,People
410050406,55 to 59 years,158.608744,People
410050406,60 and 61 years,38.648008000000004,People
410050406,62 to 64 years,68.16633300000001,People
410050406,65 and 66 years,95.235643,People
410050406,67 to 69 years,43.28329599999999,People
410050406,70 to 74 years,101.514186,People
410050406,75 to 79 years,104.672159,People
410050406,80 to 84 years,44.690757999999995,People
410050406,85 years and over,57.082085,People
410050406,Under 5 years,6.591748,People
410050410,10 to 14 years,328.984289,People
410050410,15 to 17 years,239.812937,People
410050410,18 and 19 years,108.162604,People
410050410,20 years,48.022907000000004,People
410050410,21 years,134.664379,People
410050410,22 to 24 years,116.42299299999999,People
410050410,25 to 29 years,392.21963999999997,People
410050410,30 to 34 years,202.452049,People
410050410,35 to 39 years,270.427443,People
410050410,40 to 44 years,389.564552,People
410050410,45 to 49 years,252.353521,People
410050410,5 to 9 years,391.656011,People
410050410,50 to 54 years,289.730018,People
410050410,55 to 59 years,594.672753,People
410050410,60 and 61 years,417.944942,People
410050410,62 to 64 years,212.35887,People
410050410,65 and 66 years,163.03781899999998,People
410050410,67 to 69 years,242.384684,People
410050410,70 to 74 years,177.629393,People
410050410,75 to 79 years,138.318283,People
410050410,80 to 84 years,157.4351,People
410050410,85 years and over,263.996481,People
410050410,Under 5 years,195.963372,People
410050411,10 to 14 years,806.911948,People
410050411,15 to 17 years,459.369521,People
410050411,18 and 19 years,300.227953,People
410050411,20 years,110.67813100000001,People
410050411,21 years,104.039805,People
410050411,22 to 24 years,366.661484,People
410050411,25 to 29 years,554.883523,People
410050411,30 to 34 years,708.445472,People
410050411,35 to 39 years,683.07191,People
410050411,40 to 44 years,635.916723,People
410050411,45 to 49 years,655.4822320000001,People
410050411,5 to 9 years,508.73611,People
410050411,50 to 54 years,696.240743,People
410050411,55 to 59 years,633.317478,People
410050411,60 and 61 years,394.569595,People
410050411,62 to 64 years,250.826219,People
410050411,65 and 66 years,227.397841,People
410050411,67 to 69 years,331.132597,People
410050411,70 to 74 years,301.717136,People
410050411,75 to 79 years,280.923379,People
410050411,80 to 84 years,222.811137,People
410050411,85 years and over,259.405457,People
410050411,Under 5 years,557.726208,People
410050412,10 to 14 years,222.80093499999998,People
410050412,15 to 17 years,160.113433,People
410050412,18 and 19 years,111.176587,People
410050412,20 years,56.19288,People
410050412,21 years,42.209725,People
410050412,22 to 24 years,109.18311399999999,People
410050412,25 to 29 years,207.141023,People
410050412,30 to 34 years,339.260455,People
410050412,35 to 39 years,275.45701399999996,People
410050412,40 to 44 years,342.39984799999996,People
410050412,45 to 49 years,321.47862,People
410050412,5 to 9 years,404.835248,People
410050412,50 to 54 years,354.109688,People
410050412,55 to 59 years,271.310041,People
410050412,60 and 61 years,155.92237699999998,People
410050412,62 to 64 years,187.52775499999998,People
410050412,65 and 66 years,113.708127,People
410050412,67 to 69 years,155.331346,People
410050412,70 to 74 years,218.937737,People
410050412,75 to 79 years,142.18236299999998,People
410050412,80 to 84 years,50.520266,People
410050412,85 years and over,42.927043,People
410050412,Under 5 years,200.622738,People
410050413,10 to 14 years,322.80879000000004,People
410050413,15 to 17 years,199.59511600000002,People
410050413,18 and 19 years,211.746602,People
410050413,20 years,46.619172,People
410050413,21 years,61.93012,People
410050413,22 to 24 years,1099.145629,People
410050413,25 to 29 years,1388.964931,People
410050413,30 to 34 years,1089.4623390000002,People
410050413,35 to 39 years,917.871696,People
410050413,40 to 44 years,226.7724,People
410050413,45 to 49 years,394.485613,People
410050413,5 to 9 years,501.17316800000003,People
410050413,50 to 54 years,549.532066,People
410050413,55 to 59 years,214.85715900000002,People
410050413,60 and 61 years,84.738074,People
410050413,62 to 64 years,117.099023,People
410050413,65 and 66 years,94.549701,People
410050413,67 to 69 years,86.072615,People
410050413,70 to 74 years,154.700436,People
410050413,75 to 79 years,87.057863,People
410050413,80 to 84 years,9.300443,People
410050413,85 years and over,8.850965,People
410050413,Under 5 years,804.358593,People
410050414,10 to 14 years,1397.746623,People
410050414,15 to 17 years,1300.172857,People
410050414,18 and 19 years,500.849254,People
410050414,20 years,205.205116,People
410050414,21 years,238.697143,People
410050414,22 to 24 years,630.198529,People
410050414,25 to 29 years,1529.408993,People
410050414,30 to 34 years,1850.175532,People
410050414,35 to 39 years,2233.606623,People
410050414,40 to 44 years,2067.546455,People
410050414,45 to 49 years,2012.618018,People
410050414,5 to 9 years,2420.528145,People
410050414,50 to 54 years,1305.989092,People
410050414,55 to 59 years,1167.524106,People
410050414,60 and 61 years,539.307532,People
410050414,62 to 64 years,849.941016,People
410050414,65 and 66 years,399.627279,People
410050414,67 to 69 years,610.567973,People
410050414,70 to 74 years,690.73243,People
410050414,75 to 79 years,551.607432,People
410050414,80 to 84 years,182.441977,People
410050414,85 years and over,60.501609,People
410050414,Under 5 years,1393.392731,People
410050415,10 to 14 years,5137.90392,People
410050415,15 to 17 years,2499.128088,People
410050415,18 and 19 years,1381.021408,People
410050415,20 years,375.999952,People
410050415,21 years,520.154064,People
410050415,22 to 24 years,2929.761856,People
410050415,25 to 29 years,1845.077808,People
410050415,30 to 34 years,2431.044976,People
410050415,35 to 39 years,5359.81124,People
410050415,40 to 44 years,4542.072152,People
410050415,45 to 49 years,3954.959232,People
410050415,5 to 9 years,4333.774008,People
410050415,50 to 54 years,4032.8633760000002,People
410050415,55 to 59 years,4392.2414,People
410050415,60 and 61 years,1598.984944,People
410050415,62 to 64 years,2489.91988,People
410050415,65 and 66 years,1036.15964,People
410050415,67 to 69 years,1544.049984,People
410050415,70 to 74 years,1495.06204,People
410050415,75 to 79 years,795.173496,People
410050415,80 to 84 years,514.033688,People
410050415,85 years and over,441.056536,People
410050415,Under 5 years,2327.011144,People
410050416,10 to 14 years,1364.905868,People
410050416,15 to 17 years,770.401198,People
410050416,18 and 19 years,397.87505,People
410050416,20 years,160.904618,People
410050416,21 years,94,People
410050416,22 to 24 years,802.539378,People
410050416,25 to 29 years,486.24494000000004,People
410050416,30 to 34 years,756.500912,People
410050416,35 to 39 years,1117.975902,People
410050416,40 to 44 years,1212.901552,People
410050416,45 to 49 years,1111.455642,People
410050416,5 to 9 years,1171.389204,People
410050416,50 to 54 years,1028.152316,People
410050416,55 to 59 years,770.423664,People
410050416,60 and 61 years,166.55397,People
410050416,62 to 64 years,282.922672,People
410050416,65 and 66 years,280.286396,People
410050416,67 to 69 years,269.23164,People
410050416,70 to 74 years,415.804486,People
410050416,75 to 79 years,257.886622,People
410050416,80 to 84 years,242.581918,People
410050416,85 years and over,41.920248,People
410050416,Under 5 years,770.799174,People
410050417,10 to 14 years,40.628318,People
410050417,15 to 17 years,21.367995,People
410050417,18 and 19 years,43.628362,People
410050417,20 years,27.720498000000003,People
410050417,21 years,8.134558,People
410050417,22 to 24 years,8.856681,People
410050417,25 to 29 years,38.285674,People
410050417,30 to 34 years,86.59410600000001,People
410050417,35 to 39 years,68.472427,People
410050417,40 to 44 years,45.981157,People
410050417,45 to 49 years,73.775029,People
410050417,5 to 9 years,75.063758000000007,People
410050417,50 to 54 years,153.423698,People
410050417,55 to 59 years,80.39538300000001,People
410050417,60 and 61 years,46.744127,People
410050417,62 to 64 years,50.479592000000004,People
410050417,65 and 66 years,32.9989,People
410050417,67 to 69 years,53.453911000000005,People
410050417,70 to 74 years,97.36702600000001,People
410050417,75 to 79 years,55.699948,People
410050417,80 to 84 years,18.773035,People
410050417,85 years and over,26.008074,People
410050417,Under 5 years,41.755525,People
410050418,10 to 14 years,711.015761,People
410050418,15 to 17 years,627.4517050000001,People
410050418,18 and 19 years,469.195282,People
410050418,20 years,50.219285,People
410050418,21 years,164.178805,People
410050418,22 to 24 years,503.892354,People
410050418,25 to 29 years,617.950969,People
410050418,30 to 34 years,352.668834,People
410050418,35 to 39 years,576.205912,People
410050418,40 to 44 years,1024.494159,People
410050418,45 to 49 years,1070.791577,People
410050418,5 to 9 years,662.394688,People
410050418,50 to 54 years,911.683352,People
410050418,55 to 59 years,557.7199420000001,People
410050418,60 and 61 years,175.512065,People
410050418,62 to 64 years,264.505361,People
410050418,65 and 66 years,249.930621,People
410050418,67 to 69 years,255.411366,People
410050418,70 to 74 years,362.403359,People
410050418,75 to 79 years,208.953141,People
410050418,80 to 84 years,88.504212,People
410050418,85 years and over,128.129512,People
410050418,Under 5 years,468.163498,People
410050419,10 to 14 years,168.726566,People
410050419,15 to 17 years,43.725125999999996,People
410050419,18 and 19 years,55.487894,People
410050419,20 years,52.217445,People
410050419,21 years,21.655056,People
410050419,22 to 24 years,42.407522,People
410050419,25 to 29 years,88.636201,People
410050419,30 to 34 years,114.08182799999999,People
410050419,35 to 39 years,164.672976,People
410050419,40 to 44 years,171.02103699999998,People
410050419,45 to 49 years,154.343436,People
410050419,5 to 9 years,138.184082,People
410050419,50 to 54 years,147.933542,People
410050419,55 to 59 years,140.34120299999998,People
410050419,60 and 61 years,91.505438,People
410050419,62 to 64 years,177.292568,People
410050419,65 and 66 years,65.92286399999999,People
410050419,67 to 69 years,107.038484,People
410050419,70 to 74 years,194.67754399999998,People
410050419,75 to 79 years,61.05453,People
410050419,80 to 84 years,69.293708,People
410050419,85 years and over,144.84045999999998,People
410050419,Under 5 years,138.704634,People
410050420,10 to 14 years,3141.581588,People
410050420,15 to 17 years,3067.131836,People
410050420,18 and 19 years,2089.795413,People
410050420,20 years,3253.051304,People
410050420,21 years,18.327096,People
410050420,22 to 24 years,725.719425,People
410050420,25 to 29 years,4065.434476,People
410050420,30 to 34 years,6016.950187,People
410050420,35 to 39 years,5006.508869,People
410050420,40 to 44 years,4678.437473,People
410050420,45 to 49 years,3770.966847,People
410050420,5 to 9 years,896.139185,People
410050420,50 to 54 years,4952.820418,People
410050420,55 to 59 years,5008.18548,People
410050420,60 and 61 years,1168.504323,People
410050420,62 to 64 years,1745.063766,People
410050420,65 and 66 years,972.802037,People
410050420,67 to 69 years,1472.546151,People
410050420,70 to 74 years,941.514923,People
410050420,75 to 79 years,1099.080239,People
410050420,80 to 84 years,303.721019,People
410050420,85 years and over,1142.099866,People
410050420,Under 5 years,4702.920532,People
410050421,10 to 14 years,168.686129,People
410050421,15 to 17 years,74.996061,People
410050421,18 and 19 years,112.67024900000001,People
410050421,20 years,5.170616000000001,People
410050421,21 years,36.196859,People
410050421,22 to 24 years,55.200796000000004,People
410050421,25 to 29 years,132.22900900000002,People
410050421,30 to 34 years,144.27042,People
410050421,35 to 39 years,131.022723,People
410050421,40 to 44 years,139.090292,People
410050421,45 to 49 years,192.816624,People
410050421,5 to 9 years,141.194401,People
410050421,50 to 54 years,182.413237,People
410050421,55 to 59 years,140.82231,People
410050421,60 and 61 years,115.681279,People
410050421,62 to 64 years,162.500179,People
410050421,65 and 66 years,80.678255,People
410050421,67 to 69 years,92.300155,People
410050421,70 to 74 years,182.34248,People
410050421,75 to 79 years,70.155783,People
410050421,80 to 84 years,100.079847,People
410050421,85 years and over,164.467636,People
410050421,Under 5 years,156.204248,People
410050422,10 to 14 years,122.854701,People
410050422,15 to 17 years,86.461161,People
410050422,18 and 19 years,55.743873,People
410050422,20 years,76.600125,People
410050422,21 years,19.101039,People
410050422,22 to 24 years,96.104586,People
410050422,25 to 29 years,169.728299,People
410050422,30 to 34 years,221.680842,People
410050422,35 to 39 years,144.32563100000002,People
410050422,40 to 44 years,97.516941,People
410050422,45 to 49 years,93.481435,People
